method,case_id,category,fake_record,input_chars,input_bytes,salt_bytes,algorithm,cost_param,expected_observation,actual_observation,ok,correct,digest_obs_match,verifier_obs_match,salt_obs_match,cost_obs_match,comparison_obs_match,encoding_obs_match,api_boundary_obs_match,error_class,naive_should_fail,external_not_tested,elapsed_s,reason
sha256_fast_hash_footgun_observer,c23_compare_digest_failure,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,False,False,5.951151251792908e-07,skip
sha256_fast_hash_footgun_observer,c24_equality_compare_caveat,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,True,False,6.931368261575699e-07,skip
sha256_fast_hash_footgun_observer,c25_hex_vs_binary,verifier_format,sample_verifier,0,0,0,,,hex_vs_binary_caveat,,False,True,,,,,,,,,False,False,6.128102540969849e-07,skip
sha256_fast_hash_footgun_observer,c26_base64_verifier,verifier_format,sample_verifier,0,0,0,,,base64_encoding,,False,True,,,,,,,,,False,False,6.509944796562195e-07,skip
sha256_fast_hash_footgun_observer,c27_malformed_verifier,verifier_format,sample_verifier,0,0,0,,,malformed_verifier_parse_error,,False,True,,,,,,,,,False,False,6.51925802230835e-07,skip
sha256_fast_hash_footgun_observer,c28_missing_algorithm,verifier_format,sample_verifier,0,0,0,,,missing_algorithm_metadata,,False,True,,,,,,,,,False,False,7.019843906164169e-07,skip
sha256_fast_hash_footgun_observer,c29_missing_cost,verifier_format,sample_verifier,0,0,0,,,missing_cost_metadata,,False,True,,,,,,,,,False,False,6.088521331548691e-07,skip
sha256_fast_hash_footgun_observer,c30_missing_salt,verifier_format,sample_verifier,0,0,0,,,missing_salt_metadata,,False,True,,,,,,,,,False,False,6.051268428564072e-07,skip
sha256_fast_hash_footgun_observer,c31_unicode_utf8,encoding_caveat,example_user,13,0,0,,,,,False,True,,,,,,,,,False,False,6.149057298898697e-07,skip
sha256_fast_hash_footgun_observer,c32_bytes_str_boundary,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,6.740447133779526e-07,skip
sha256_fast_hash_footgun_observer,c33_normalization_not_applied,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,6.239861249923706e-07,skip
sha256_fast_hash_footgun_observer,c34_nul_byte,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,6.030313670635223e-07,skip
sha256_fast_hash_footgun_observer,c35_long_input_policy,input_length_caveat,toy_secret,0,200,0,,,,,False,True,,,,,,,,,False,False,5.899928510189056e-07,skip
sha256_fast_hash_footgun_observer,c36_bcrypt_72byte_not_tested,bcrypt_not_tested,toy_secret,0,100,0,,,,,False,True,,,,,,,,,False,True,6.039626896381378e-07,skip
sha256_fast_hash_footgun_observer,c37_argon2_not_stdlib,argon2_not_tested,test_service,0,0,0,,,argon2_not_stdlib,,False,True,,,,,,,,,False,True,6.638001650571823e-07,skip
sha256_fast_hash_footgun_observer,c38_bcrypt_not_stdlib,bcrypt_not_tested,test_service,0,0,0,,,bcrypt_not_stdlib,,False,True,,,,,,,,,False,True,6.09084963798523e-07,skip
sha256_fast_hash_footgun_observer,c39_pepper_not_tested,production_truth_not_tested,demo_account,0,0,0,,,pepper_not_tested,,False,True,,,,,,,,,False,True,6.081536412239075e-07,skip
sha256_fast_hash_footgun_observer,c40_password_cache_key_smell,cache_key_caveat,fake_login_row,0,0,0,,,password_cache_key_smell,,False,True,,,,,,,,,True,False,6.030313670635223e-07,skip
sha256_fast_hash_footgun_observer,c41_hmac_domain_separation,hmac_caveat,test_service,0,0,0,,,hmac_domain_separation,,False,True,,,,,,,,,False,False,6.030313670635223e-07,skip
sha256_fast_hash_footgun_observer,c42_hmac_key_not_salt,hmac_caveat,test_service,0,0,0,,,hmac_key_not_salt,,False,True,,,,,,,,,False,False,6.989575922489166e-07,skip
sha256_fast_hash_footgun_observer,c43_secrets_vs_random,secrets_policy,demo_account,0,0,0,,,,,False,True,,,,,,,,,False,False,6.030313670635223e-07,skip
sha256_fast_hash_footgun_observer,c44_deterministic_salt_test,secrets_policy,demo_account,0,0,0,,,,,False,True,,,,,,,,,False,False,6.209593266248703e-07,skip
sha256_fast_hash_footgun_observer,c45_timing_not_proof,production_truth_not_tested,test_service,0,0,0,,,,,False,True,,,,,,,,,False,True,5.899928510189056e-07,skip
sha256_fast_hash_footgun_observer,c46_password_strength_not_tested,production_truth_not_tested,example_user,0,0,0,,,password_strength_not_tested,,False,True,,,,,,,,,False,True,5.918554961681366e-07,skip
sha256_fast_hash_footgun_observer,c47_breach_resistance_not_tested,production_truth_not_tested,example_user,0,0,0,,,breach_resistance_not_tested,,False,True,,,,,,,,,False,True,6.069894880056381e-07,skip
sha256_fast_hash_footgun_observer,c48_rate_limiting_not_tested,production_truth_not_tested,fictional_admin,0,0,0,,,rate_limiting_not_tested,,False,True,,,,,,,,,False,True,6.030313670635223e-07,skip
sha256_fast_hash_footgun_observer,c49_database_storage_not_tested,production_truth_not_tested,demo_account,0,0,0,,,database_storage_not_tested,,False,True,,,,,,,,,False,True,6.051268428564072e-07,skip
sha256_fast_hash_footgun_observer,c50_production_auth_not_tested,production_truth_not_tested,fictional_admin,0,0,0,,,production_auth_not_tested,,False,True,,,,,,,,,False,True,7.51810148358345e-07,skip
pbkdf2_hmac_verifier_checker,c01_unsalted_sha256,fast_hash_footgun,example_user,12,12,0,sha256,None,unsalted_fast_hash_footgun,,False,True,,,,,,,,,True,False,2.983957529067993e-06,skip
pbkdf2_hmac_verifier_checker,c02_repeated_fast_hash,fast_hash_footgun,demo_account,12,12,0,sha256,,same_input_same_output,,False,True,,,,,,,,,True,False,2.1830201148986816e-06,skip
pbkdf2_hmac_verifier_checker,c03_pbkdf2_unique_salt,salt_policy,synthetic_password_case,12,12,16,pbkdf2_hmac,100000,unique_salt_different_output,unique_salt_different_output,True,True,True,,,,,,,,False,False,0.28675291291438043,
pbkdf2_hmac_verifier_checker,c04_pbkdf2_same_salt_diff_password,salt_policy,synthetic_password_case,12,12,16,pbkdf2_hmac,100000,different_password_different_output,different_password_different_output,True,True,True,,,,,,,,False,False,0.28520578797906637,
pbkdf2_hmac_verifier_checker,c05_pbkdf2_algorithm_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,,algorithm_stored,pbkdf2_metadata_observed,True,True,,True,,,,,,,False,False,6.27501867711544e-06,
pbkdf2_hmac_verifier_checker,c06_pbkdf2_iteration_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,100000,iterations_stored,pbkdf2_metadata_observed,True,True,,True,,,,,,,False,False,2.69315205514431e-06,
pbkdf2_hmac_verifier_checker,c07_pbkdf2_salt_metadata,verifier_format,sample_verifier,0,0,16,,,salt_stored,,False,True,,,,,,,,,False,False,2.16485932469368e-06,skip
pbkdf2_hmac_verifier_checker,c08_pbkdf2_digest_len_metadata,verifier_format,sample_verifier,0,0,0,pbkdf2_hmac,,digest_len_stored,pbkdf2_metadata_observed,True,True,,True,,,,,,,False,False,1.600012183189392e-06,
pbkdf2_hmac_verifier_checker,c09_pbkdf2_verify_success,kdf_policy,fake_login_row,12,0,0,pbkdf2_hmac,100000,verify_success,verify_success,True,True,,,,,True,,,,False,False,0.28560016700066626,
pbkdf2_hmac_verifier_checker,c10_pbkdf2_verify_wrong,kdf_policy,fake_login_row,12,0,0,pbkdf2_hmac,100000,verify_fail,verify_fail,True,True,,,,,True,,,,False,False,0.2873329499270767,
pbkdf2_hmac_verifier_checker,c11_pbkdf2_iteration_changes_output,kdf_policy,test_service,0,0,0,pbkdf2_hmac,200000,iterations_change_output,iterations_change_output,True,True,True,,,,,,,,False,False,0.4281611607875675,
pbkdf2_hmac_verifier_checker,c12_pbkdf2_low_iteration_caveat,kdf_policy,test_service,0,0,0,pbkdf2_hmac,1000,low_iteration_caveat,low_iteration_caveat,True,True,True,,,,,,,,False,False,4.775123670697212e-06,
pbkdf2_hmac_verifier_checker,c13_pbkdf2_sha256_vs_sha512,kdf_policy,test_service,0,0,0,pbkdf2_hmac,,hash_name_matters,hash_name_matters,True,True,True,,,,,,,,False,False,0.3289649239741266,
pbkdf2_hmac_verifier_checker,c14_secrets_salt_generation,salt_policy,demo_account,0,0,16,,,,,False,True,,,,,,,,,False,False,4.634959623217583e-06,skip
pbkdf2_hmac_verifier_checker,c15_fixed_salt_negative,salt_policy,demo_account,0,0,16,,,,,False,True,,,,,,,,,True,False,1.4239922165870667e-06,skip
pbkdf2_hmac_verifier_checker,c16_short_salt_caveat,salt_policy,demo_account,0,0,4,,,,,False,True,,,,,,,,,False,False,1.1918600648641586e-06,skip
pbkdf2_hmac_verifier_checker,c17_salt_uniqueness,salt_policy,synthetic_password_case,0,0,16,,,,,False,True,,,,,,,,,False,False,1.091044396162033e-06,skip
pbkdf2_hmac_verifier_checker,c18_scrypt_available,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_available_or_skip,,False,True,,,,,,,,,False,False,2.1471641957759857e-06,skip
pbkdf2_hmac_verifier_checker,c19_scrypt_unavailable_skip,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_optional_skip,,False,True,,,,,,,,,False,False,1.1818483471870422e-06,skip
pbkdf2_hmac_verifier_checker,c20_scrypt_parameters,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_n_r_p_metadata,,False,True,,,,,,,,,False,False,1.0801013559103012e-06,skip
pbkdf2_hmac_verifier_checker,c21_scrypt_memory_cost,kdf_policy,sample_verifier,0,0,0,scrypt,,scrypt_memory_cost_caveat,,False,True,,,,,,,,,False,False,1.1599622666835785e-06,skip
pbkdf2_hmac_verifier_checker,c22_compare_digest_success,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,False,False,1.159030944108963e-06,skip
pbkdf2_hmac_verifier_checker,c23_compare_digest_failure,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,False,False,1.2200325727462769e-06,skip
pbkdf2_hmac_verifier_checker,c24_equality_compare_caveat,compare_policy,fake_login_row,0,0,0,,,,,False,True,,,,,,,,,True,False,1.5140976756811142e-06,skip
pbkdf2_hmac_verifier_checker,c25_hex_vs_binary,verifier_format,sample_verifier,0,0,0,,,hex_vs_binary_caveat,,False,True,,,,,,,,,False,False,1.2370292097330093e-06,skip
pbkdf2_hmac_verifier_checker,c26_base64_verifier,verifier_format,sample_verifier,0,0,0,,,base64_encoding,,False,True,,,,,,,,,False,False,1.1220108717679977e-06,skip
pbkdf2_hmac_verifier_checker,c27_malformed_verifier,verifier_format,sample_verifier,0,0,0,,,malformed_verifier_parse_error,,False,True,,,,,,,,,False,False,1.017935574054718e-06,skip
pbkdf2_hmac_verifier_checker,c28_missing_algorithm,verifier_format,sample_verifier,0,0,0,,,missing_algorithm_metadata,,False,True,,,,,,,,,False,False,1.1222902685403824e-05,skip
pbkdf2_hmac_verifier_checker,c29_missing_cost,verifier_format,sample_verifier,0,0,0,,,missing_cost_metadata,,False,True,,,,,,,,,False,False,9.459909051656723e-07,skip
pbkdf2_hmac_verifier_checker,c30_missing_salt,verifier_format,sample_verifier,0,0,0,,,missing_salt_metadata,,False,True,,,,,,,,,False,False,9.359791874885559e-07,skip
pbkdf2_hmac_verifier_checker,c31_unicode_utf8,encoding_caveat,example_user,13,0,0,,,,,False,True,,,,,,,,,False,False,1.053791493177414e-06,skip
pbkdf2_hmac_verifier_checker,c32_bytes_str_boundary,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,1.0798685252666473e-06,skip
pbkdf2_hmac_verifier_checker,c33_normalization_not_applied,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,1.0619405657052994e-06,skip
pbkdf2_hmac_verifier_checker,c34_nul_byte,encoding_caveat,example_user,0,0,0,,,,,False,True,,,,,,,,,False,False,1.0631047189235687e-06,skip
pbkdf2_hmac_verifier_checker,c35_long_input_policy,input_length_caveat,toy_secret,0,200,0,,,,,False,True,,,,,,,,,False,False,9.93022695183754e-07,skip
pbkdf2_hmac_verifier_checker,c36_bcrypt_72byte_not_tested,bcrypt_not_tested,toy_secret,0,100,0,,,,,False,True,,,,,,,,,False,True,9.611248970031738e-07,skip
pbkdf2_hmac_verifier_checker,c37_argon2_not_stdlib,argon2_not_tested,test_service,0,0,0,,,argon2_not_stdlib,,False,True,,,,,,,,,False,True,1.0121148079633713e-06,skip
pbkdf2_hmac_verifier_checker,c38_bcrypt_not_stdlib,bcrypt_not_tested,test_service,0,0,0,,,bcrypt_not_stdlib,,False,True,,,,,,,,,False,True,9.08970832824707e-07,skip
pbkdf2_hmac_verifier_checker,c39_pepper_not_tested,production_truth_not_tested,demo_account,0,0,0,,,pepper_not_tested,,False,True,,,,,,,,,False,True,1.0200310498476028e-06,skip
pbkdf2_hmac_verifier_checker,c40_password_cache_key_smell,cache_key_caveat,fake_login_row,0,0,0,,,password_cache_key_smell,,False,True,,,,,,,,,True,False,8.9290551841259e-07,skip
pbkdf2_hmac_verifier_checker,c41_hmac_domain_separation,hmac_caveat,test_service,0,0,0,,,hmac_domain_separation,,False,True,,,,,,,,,False,False,1.0670628398656845e-06,skip
pbkdf2_hmac_verifier_checker,c42_hmac_key_not_salt,hmac_caveat,test_service,0,0,0,,,hmac_key_not_salt,,False,True,,,,,,,,,False,False,9.741634130477905e-07,skip
pbkdf2_hmac_verifier_checker,c43_secrets_vs_random,secrets_policy,demo_account,0,0,0,,,,,False,True,,,,,,,,,False,False,1.0151416063308716e-06,skip
pbkdf2_hmac_verifier_checker,c44_deterministic_salt_test,secrets_policy,demo_account,0,0,0,,,,,False,True,,,,,,,,,False,False,1.2619420886039734e-06,skip
pbkdf2_hmac_verifier_checker,c45_timing_not_proof,production_truth_not_tested,test_service,0,0,0,,,,,False,True,,,,,,,,,False,True,9.159557521343231e-07,skip
